blockname,code
污水处理,"['000005', '000016', '000425', '000488', '000532', '000544', '000551', '000598', '000605', '000685', '000711', '000735', '000753', '000778', '000809', '000822', '000826', '000838', '000881', '000915', '000920', '000925', '000929', '000967', '002034', '002051', '002080', '002125', '002140', '002255', '002310', '002322', '002353', '002374', '002469', '002476', '002483', '002499', '002514', '002573', '002637', '002672', '002688', '002717', '002778', '002806', '002816', '002921', '002973', '300007', '300021', '300023', '300055', '300067', '300070', '300082', '300091', '300137', '300140', '300145', '300152', '300165', '300169', '300172', '300187', '300190', '300197', '300198', '300203', '300237', '300262', '300263', '300266', '300275', '300332', '300334', '300362', '300388', '300422', '300425', '300437', '300490', '300631', '300664', '300692', '300712', '300779', '300786', '300800', '300801', '300867', '300899', '600008', '600064', '600068', '600123', '600126', '600133', '600168', '600187', '600283', '600290', '600292', '600308', '600323', '600350', '600458', '600461', '600475', '600481', '600502', '600526', '600548', '600567', '600635', '600710', '600736', '600846', '600874', '600968', '600969', '600979', '600981', '601113', '601158', '601199', '601200', '601368', '601599', '603040', '603200', '603279', '603568', '603588', '603603', '603733', '603797', '603817', '603843', '603867', '603903', '688096', '688101', '688156', '688178', '688335', '688466', '688600', '688679']"
汽车电子,"['000030', '000062', '000066', '000636', '000823', '000887', '000901', '000903', '000980', '000988', '002028', '002048', '002049', '002055', '002138', '002151', '002232', '002284', '002313', '002328', '002368', '002402', '002405', '002415', '002456', '002463', '002475', '002536', '002579', '002590', '002635', '002664', '002881', '002888', '002906', '002913', '002920', '002925', '002937', '002970', '002983', '003021', '003031', '300032', '300088', '300098', '300100', '300126', '300130', '300136', '300209', '300223', '300252', '300256', '300258', '300304', '300353', '300458', '300461', '300473', '300491', '300496', '300563', '300585', '300598', '300623', '300657', '300667', '300735', '300757', '300822', '300852', '300903', '300916', '300928', '600081', '600198', '600360', '600525', '600626', '600654', '600699', '600718', '600741', '601231', '601689', '601799', '601965', '603023', '603158', '603197', '603228', '603286', '603328', '603380', '603386', '603390', '603611', '603633', '603701', '603786', '603788', '603960', '603986', '605258', '605277', '605358', '688001', '688022', '688135', '688208', '688219', '688286', '688521', '688668']"
沪深300,"['000001', '000002', '000063', '000066', '000069', '000100', '000157', '000166', '000333', '000338', '000425', '000538', '000568', '000596', '000625', '000627', '000651', '000656', '000661', '000671', '000703', '000708', '000723', '000725', '000728', '000768', '000776', '000783', '000786', '000858', '000860', '000876', '000895', '000938', '000961', '000963', '000977', '001979', '002001', '002007', '002008', '002024', '002027', '002032', '002044', '002049', '002050', '002120', '002129', '002142', '002146', '002153', '002157', '002179', '002202', '002230', '002236', '002241', '002252', '002271', '002304', '002311', '002352', '002371', '002384', '002410', '002414', '002415', '002422', '002456', '002460', '002463', '002475', '002493', '002508', '002555', '002558', '002594', '002600', '002601', '002602', '002607', '002624', '002673', '002714', '002736', '002739', '002773', '002812', '002821', '002841', '002916', '002938', '002939', '002945', '002958', '003816', '300003', '300014', '300015', '300033', '300059', '300122', '300124', '300136', '300142', '300144', '300347', '300408', '300413', '300433', '300498', '300529', '300601', '300628', '300676', '600000', '600004', '600009', '600010', '600011', '600015', '600016', '600018', '600019', '600025', '600027', '600028', '600029', '600030', '600031', '600036', '600048', '600050', '600061', '600066', '600068', '600085', '600104', '600109', '600111', '600115', '600118', '600150', '600161', '600176', '600177', '600183', '600196', '600208', '600233', '600271', '600276', '600297', '600299', '600309', '600332', '600340', '600346', '600352', '600362', '600369', '600383', '600390', '600406', '600436', '600438', '600482', '600487', '600489', '600498', '600519', '600522', '600547', '600570', '600584', '600585', '600588', '600600', '600606', '600637', '600655', '600660', '600690', '600703', '600705', '600741', '600745', '600760', '600763', '600795', '600809', '600837', '600845', '600848', '600872', '600886', '600887', '600893', '600900', '600918', '600919', '600926', '600958', '600989', '600998', '600999', '601006', '601009', '601012', '601021', '601066', '601077', '601088', '601100', '601108', '601111', '601117', '601138', '601155', '601162', '601166', '601169', '601186', '601198', '601211', '601216', '601225', '601229', '601231', '601236', '601238', '601288', '601318', '601319', '601328', '601336', '601360', '601377', '601390', '601398', '601555', '601577', '601600', '601601', '601607', '601618', '601628', '601633', '601658', '601668', '601669', '601688', '601696', '601698', '601727', '601766', '601788', '601800', '601808', '601816', '601818', '601838', '601857', '601872', '601877', '601878', '601881', '601888', '601899', '601901', '601916', '601919', '601933', '601939', '601985', '601988', '601989', '601990', '601998', '603019', '603087', '603156', '603160', '603195', '603259', '603288', '603369', '603392', '603501', '603658', '603799', '603833', '603899', '603986', '603993', '688008', '688009', '688012', '688036']"
油气改革,"['000059', '000096', '000159', '000407', '000554', '000637', '000703', '000822', '000985', '002207', '002210', '002353', '002443', '002493', '002629', '300084', '300135', '300191', '600256', '600339', '600387', '600500', '600583', '600688', '600822', '600871', '601028', '601808', '601975', '603003']"
泛珠三角,"['000002', '000063', '000157', '000333', '000524', '000526', '000538', '000651', '000776', '000858', '000997', '002027', '002180', '002191', '002352', '002416', '002419', '002475', '002505', '002511', '002594', '003816', '300015', '300132', '300413', '300433', '300750', '300760', '600025', '600029', '600030', '600036', '600048', '600332', '600362', '600390', '600395', '600519', '600660', '600755', '600804', '601138', '601166', '601318', '601899', '601933', '603160', '603353', '603444']"
活跃股,"['000155', '000521', '000545', '000591', '000633', '000713', '000798', '000816', '000821', '000995', '001896', '002149', '002160', '002177', '002245', '002340', '002342', '002407', '002497', '002548', '002553', '002612', '002617', '002647', '002738', '002796', '002813', '002932', '002936', '002948', '002978', '002996', '003000', '003009', '300008', '300062', '300106', '300118', '300129', '300189', '300221', '300313', '300340', '300449', '300461', '300549', '300581', '300589', '300700', '300752', '300781', '300807', '300819', '300827', '300855', '300861', '300863', '300869', '300881', '300883', '300886', '300887', '300890', '300891', '300892', '300893', '600059', '600095', '600121', '600189', '600199', '600257', '600333', '600381', '600405', '600559', '600616', '600711', '600798', '600918', '600956', '601375', '601456', '601696', '601702', '603185', '603332', '603565', '603982', '605008', '605009', '605111', '605333', '605358', '605388', '688277', '688311', '688559', '688568', '688599']"
海南自贸,"['000099', '000503', '000505', '000537', '000566', '000567', '000571', '000572', '000613', '000616', '000657', '000691', '000735', '000793', '000796', '000886', '000955', '002065', '002159', '002320', '002596', '002693', '002865', '300086', '300144', '300189', '300324', '300526', '300599', '300630', '600157', '600179', '600209', '600221', '600238', '600259', '600515', '600555', '600684', '600759', '600896', '601118', '601888', '601969', '603069', '603729', '605199']"
海外业务,"['000035', '000065', '000151', '000415', '000506', '000553', '000697', '000797', '000893', '000923', '000982', '002052', '002091', '002106', '002150', '002156', '002180', '002241', '002250', '002280', '002384', '002399', '002432', '002444', '002464', '002475', '002486', '002489', '002505', '002520', '002611', '002614', '002615', '002634', '002640', '002643', '002668', '002705', '002725', '002779', '002795', '002821', '002835', '002862', '002866', '002871', '002891', '002899', '002925', '002952', '002975', '002980', '003019', '300002', '300031', '300118', '300120', '300162', '300208', '300209', '300223', '300293', '300363', '300456', '300562', '300570', '300624', '300628', '300640', '300673', '300676', '300695', '300702', '300703', '300707', '300739', '300793', '300822', '300856', '300866', '300901', '300907', '600026', '600151', '600261', '600299', '600338', '600439', '600567', '600651', '600699', '600807', '600856', '600933', '601388', '601919', '603277', '603313', '603617', '603986', '603993', '605376', '688063', '688208', '688222', '688608']"
海峡西岸,"['000526', '000536', '000547', '000592', '000632', '000663', '000671', '000701', '000732', '000753', '000797', '000905', '000993', '000997', '001979', '002029', '002093', '002098', '002102', '002110', '002222', '002228', '002229', '002235', '002264', '002396', '002398', '002474', '002517', '002529', '002578', '002593', '002614', '002626', '002639', '002674', '002679', '002682', '002702', '300051', '300056', '300062', '300096', '300102', '300132', '300174', '300188', '300198', '300299', '300300', '300341', '600033', '600057', '600067', '600103', '600153', '600163', '600203', '600388', '600436', '600483', '600493', '600549', '600563', '600592', '600660', '600686', '600693', '600711', '600734', '600755', '600802', '600815', '600897', '601166', '601377', '601566', '601933']"
海水淡化,"['000039', '000151', '000598', '000822', '000920', '002168', '002203', '002318', '002540', '002564', '002665', '300070', '300092', '300145', '300172', '300228', '300262', '300332', '300334', '300447', '300801', '600008', '600100', '600456', '600458', '600481', '601199']"
消费100,"['000063', '000066', '000069', '000100', '000333', '000538', '000568', '000625', '000651', '000661', '000725', '000858', '000876', '000895', '000963', '000977', '002001', '002007', '002024', '002027', '002032', '002044', '002049', '002120', '002127', '002129', '002157', '002179', '002230', '002236', '002241', '002252', '002304', '002311', '002352', '002371', '002384', '002410', '002414', '002415', '002456', '002475', '002555', '002594', '002602', '002624', '002714', '002821', '002841', '300003', '300014', '300015', '300033', '300122', '300136', '300142', '300144', '300347', '300408', '300433', '300498', '300529', '300558', '300601', '300676', '600050', '600161', '600183', '600196', '600276', '600298', '600332', '600438', '600521', '600570', '600584', '600588', '600600', '600660', '600690', '600703', '600745', '600763', '600872', '600887', '601012', '601231', '601633', '601933', '603019', '603160', '603233', '603288', '603369', '603501', '603517', '603658', '603833', '603939', '603986']"
